Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Delivery charges,Units Sold,Total Sales,Operating Profit,Operating Margin
Gyaan Beverages,21102,45306,West,Maharashtra,Mumbai,Sprite,19,DTDC,25,15,5000,200000,110000,0.55
Gyaan Beverages,21102,45306,West,Rajasthan,Jaipur,Mirinda,44,DTDC,18,15,7000,231000,46200,0.2
Gyaan Beverages,21102,45337,West,Maharashtra,Mumbai,Limca,44,Blue Dart,18,15,7500,247500,99000,0.4
Gyaan Beverages,21102,45337,West,Goa,Panaji,Frooti,18,Xpress Bees,20,12,6500,208000,52000,0.25
Gyaan Beverages,21102,45337,West,Rajasthan,Jaipur,Maaza,33,Delhivery,20,10,6750,202500,81000,0.4
Gyaan Beverages,21102,45337,West,Goa,Panaji,Sprite,35,Blue Dart,25,15,5250,210000,73500,0.35
Gyaan Beverages,21102,45337,West,Gujarat,Gandhinagar,Coca-Cola,37,Xpress Bees,30,12,4500,189000,103950,0.55
Gyaan Beverages,21102,45337,West,Gujarat,Gandhinagar,Pepsi,31,Delhivery,30,10,6500,260000,52000,0.2
Gyaan Beverages,21102,45365,West,Rajasthan,Jaipur,Mirinda,23,Blue Dart,18,15,8000,264000,105600,0.4
Gyaan Beverages,21102,45365,West,Goa,Panaji,Maaza,47,Delhivery,20,10,6500,195000,48750,0.25
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Frooti,52,Blue Dart,20,15,6500,227500,91000,0.4
Gyaan Beverages,21102,45365,West,Maharashtra,Mumbai,Coca-Cola,18,Delhivery,30,10,5500,220000,77000,0.35
Gyaan Beverages,21102,45365,West,Gujarat,Gandhinagar,Coca-Cola,46,Delhivery,30,10,4250,170000,93500,0.55
Gyaan Beverages,21102,45365,West,Gujarat,Gandhinagar,Mirinda,25,Delhivery,18,10,6250,175000,35000,0.2
Gyaan Beverages,21102,45397,West,Goa,Panaji,Sprite,46,Delhivery,25,10,8000,280000,112000,0.4
Gyaan Beverages,21102,45397,West,Rajasthan,Jaipur,Coca-Cola,23,Blue Dart,30,15,6000,270000,67500,0.25
Gyaan Beverages,21102,45397,West,Rajasthan,Jaipur,Coca-Cola,32,Xpress Bees,30,12,6250,262500,105000,0.4
Gyaan Beverages,21102,45397,West,Goa,Panaji,Frooti,34,Xpress Bees,20,12,5250,168000,58800,0.35
Gyaan Beverages,21102,45397,West,Rajasthan,Jaipur,Coca-Cola,48,Delhivery,30,10,4250,170000,93500,0.55
Gyaan Beverages,21102,45397,West,Maharashtra,Mumbai,Pepsi,15,DTDC,30,15,6000,270000,54000,0.2
Gyaan Beverages,21102,45428,West,Maharashtra,Mumbai,Coca-Cola,46,Blue Dart,30,15,8000,360000,144000,0.4
Gyaan Beverages,21102,45428,West,Goa,Panaji,Frooti,25,Delhivery,20,10,6500,195000,48750,0.25
Gyaan Beverages,21102,45428,West,Goa,Panaji,Coca-Cola,36,Delhivery,30,10,6500,260000,104000,0.4
Gyaan Beverages,21102,45428,West,Goa,Panaji,Frooti,18,Xpress Bees,20,12,5500,176000,61600,0.35
Gyaan Beverages,21102,45428,West,Maharashtra,Mumbai,Mirinda,52,Blue Dart,18,15,4500,148500,81675,0.55
Gyaan Beverages,21102,45428,West,Maharashtra,Mumbai,Sprite,41,Blue Dart,25,15,6250,250000,50000,0.2
Gyaan Beverages,21102,45458,West,Rajasthan,Jaipur,Sprite,58,Xpress Bees,25,12,9000,333000,133200,0.4
Gyaan Beverages,21102,45458,West,Goa,Panaji,Coca-Cola,25,Delhivery,30,10,7500,300000,75000,0.25
Gyaan Beverages,21102,45458,West,Rajasthan,Jaipur,Coca-Cola,52,DTDC,30,15,7500,337500,135000,0.4
Gyaan Beverages,21102,45458,West,Gujarat,Gandhinagar,Pepsi,34,Delhivery,30,10,6250,250000,87500,0.35
Gyaan Beverages,21102,45458,West,Maharashtra,Mumbai,Maaza,58,DTDC,20,15,5000,175000,96250,0.55
Gyaan Beverages,21102,45458,West,Maharashtra,Mumbai,Limca,30,Blue Dart,18,15,8000,264000,52800,0.2
Gyaan Beverages,21102,45487,West,Rajasthan,Jaipur,Maaza,41,DTDC,20,15,9500,332500,133000,0.4
Gyaan Beverages,21102,45487,West,Gujarat,Gandhinagar,Limca,50,DTDC,18,15,8000,264000,66000,0.25
Gyaan Beverages,21102,45487,West,Maharashtra,Mumbai,Sprite,59,DTDC,25,15,7500,300000,120000,0.4
Gyaan Beverages,21102,45487,West,Maharashtra,Mumbai,Maaza,15,Blue Dart,20,15,6500,227500,79625,0.35
Gyaan Beverages,21102,45487,West,Maharashtra,Mumbai,Mirinda,57,Blue Dart,18,15,7000,231000,127050,0.55
Gyaan Beverages,21102,45487,West,Gujarat,Gandhinagar,Sprite,25,DTDC,25,15,7000,280000,56000,0.2
Gyaan Beverages,21102,45519,West,Gujarat,Gandhinagar,Maaza,40,Xpress Bees,20,12,9000,288000,115200,0.4
Gyaan Beverages,21102,45519,West,Gujarat,Gandhinagar,Frooti,30,Blue Dart,20,15,8500,297500,74375,0.25
Gyaan Beverages,21102,45519,West,Goa,Panaji,Frooti,27,Xpress Bees,20,12,7250,232000,92800,0.4
Gyaan Beverages,21102,45519,West,Gujarat,Gandhinagar,Sprite,23,Blue Dart,25,15,6750,270000,94500,0.35
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Limca,30,Blue Dart,18,15,6750,222750,122512.5,0.55
Gyaan Beverages,21102,45519,West,Rajasthan,Jaipur,Mirinda,23,Xpress Bees,18,12,6500,195000,39000,0.2
Gyaan Beverages,21102,45551,West,Rajasthan,Jaipur,Sprite,53,Xpress Bees,25,12,8500,314500,125800,0.4
Gyaan Beverages,21102,45551,West,Goa,Panaji,Mirinda,35,Blue Dart,18,15,8500,280500,70125,0.25
Gyaan Beverages,21102,45551,West,Maharashtra,Mumbai,Limca,55,Xpress Bees,18,12,7000,210000,84000,0.4
Gyaan Beverages,21102,45551,West,Goa,Panaji,Pepsi,16,DTDC,30,15,6500,292500,102375,0.35
Gyaan Beverages,21102,45551,West,Maharashtra,Mumbai,Sprite,57,Blue Dart,25,15,6500,260000,143000,0.55
Gyaan Beverages,21102,45551,West,Maharashtra,Mumbai,Limca,15,Xpress Bees,18,12,7000,210000,42000,0.2
Gyaan Beverages,21102,45580,West,Gujarat,Gandhinagar,Maaza,45,DTDC,20,15,8000,280000,112000,0.4
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Frooti,17,Xpress Bees,20,12,8000,256000,64000,0.25
Gyaan Beverages,21102,45580,West,Gujarat,Gandhinagar,Maaza,29,Delhivery,20,10,6500,195000,78000,0.4
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Limca,26,Blue Dart,18,15,6250,206250,72187.5,0.35
Gyaan Beverages,21102,45580,West,Maharashtra,Mumbai,Limca,30,Blue Dart,18,15,6000,198000,108900,0.55
Gyaan Beverages,21102,45580,West,Gujarat,Gandhinagar,Sprite,31,Xpress Bees,25,12,6500,240500,48100,0.2
Gyaan Beverages,21102,45611,West,Goa,Panaji,Pepsi,34,Blue Dart,30,15,8250,371250,148500,0.4
Gyaan Beverages,21102,45611,West,Rajasthan,Jaipur,Limca,53,Delhivery,18,10,8250,231000,57750,0.25
Gyaan Beverages,21102,45611,West,Goa,Panaji,Coca-Cola,41,Blue Dart,30,15,6750,303750,121500,0.4
Gyaan Beverages,21102,45611,West,Goa,Panaji,Sprite,50,Delhivery,25,10,6500,227500,79625,0.35
Gyaan Beverages,21102,45611,West,Gujarat,Gandhinagar,Mirinda,34,DTDC,18,15,6000,198000,108900,0.55
Gyaan Beverages,21102,45611,West,Rajasthan,Jaipur,Limca,45,Delhivery,18,10,7000,196000,39200,0.2
Gyaan Beverages,21102,45640,West,Goa,Panaji,Frooti,32,Blue Dart,20,15,9000,315000,126000,0.4
Gyaan Beverages,21102,45640,West,Goa,Panaji,Mirinda,60,Delhivery,18,10,9000,252000,63000,0.25
Gyaan Beverages,21102,45640,West,Goa,Panaji,Frooti,46,DTDC,20,15,7000,245000,98000,0.4
Gyaan Beverages,21102,45640,West,Maharashtra,Mumbai,Pepsi,32,Delhivery,30,10,7000,280000,98000,0.35
Gyaan Beverages,21102,45640,West,Maharashtra,Mumbai,Mirinda,29,Delhivery,18,10,6250,175000,96250,0.55
Gyaan Beverages,21102,45640,West,Gujarat,Gandhinagar,Pepsi,18,Delhivery,30,10,7250,290000,58000,0.2
Gyaan Beverages,21102,45306,East,Jharkhand,Ranchi,Sprite,25,Delhivery,25,10,4750,166250,66500,0.4
Gyaan Beverages,21102,45306,East,Sikkim,Gangtok,Limca,39,Blue Dart,18,15,2750,90750,31762.5,0.35
Gyaan Beverages,21102,45306,East,Odisha,Bhubaneswar,Mirinda,17,Delhivery,18,10,2750,77000,26950,0.35
Gyaan Beverages,21102,45306,East,Manipur,Imphal,Pepsi,40,DTDC,30,15,1250,56250,22500,0.4
Gyaan Beverages,21102,45306,East,West Bengal,Kolkata,Sprite,18,DTDC,25,15,1750,70000,24500,0.35
Gyaan Beverages,21102,45306,East,West Bengal,Kolkata,Maaza,35,Blue Dart,20,15,2750,96250,48125,0.5
Gyaan Beverages,21102,45337,East,Jharkhand,Ranchi,Frooti,37,Delhivery,20,10,5250,157500,63000,0.4
Gyaan Beverages,21102,45337,East,Manipur,Imphal,Frooti,19,Xpress Bees,20,12,1750,56000,19600,0.35
Gyaan Beverages,21102,45337,East,Odisha,Bhubaneswar,Pepsi,25,Blue Dart,30,15,2250,101250,35437.5,0.35
Gyaan Beverages,21102,45337,East,Mizoram,Aizawl,Sprite,16,Blue Dart,25,15,1000,40000,16000,0.4
Gyaan Beverages,21102,45337,East,Jharkhand,Ranchi,Frooti,60,Xpress Bees,20,12,1750,56000,19600,0.35
Gyaan Beverages,21102,45337,East,Bihar,Patna,Sprite,23,Blue Dart,25,15,2750,110000,55000,0.5
Gyaan Beverages,21102,45365,East,West Bengal,Kolkata,Pepsi,58,Blue Dart,30,15,4950,222750,89100,0.4
Gyaan Beverages,21102,45365,East,Bihar,Patna,Coca-Cola,58,Xpress Bees,30,12,2000,84000,29400,0.35
Gyaan Beverages,21102,45365,East,Odisha,Bhubaneswar,Limca,52,Blue Dart,18,15,2250,74250,25987.5,0.35
Gyaan Beverages,21102,45365,East,Jharkhand,Ranchi,Frooti,56,Blue Dart,20,15,750,26250,10500,0.4
Gyaan Beverages,21102,45365,East,West Bengal,Kolkata,Sprite,44,Xpress Bees,25,12,1250,46250,16187.5,0.35
Gyaan Beverages,21102,45365,East,Odisha,Bhubaneswar,Sprite,26,DTDC,25,15,2250,90000,45000,0.5
Gyaan Beverages,21102,45397,East,Manipur,Imphal,Pepsi,34,Delhivery,30,10,4500,180000,72000,0.4
Gyaan Beverages,21102,45397,East,Meghalaya,Shillong,Coca-Cola,20,Blue Dart,30,15,1500,67500,23625,0.35
Gyaan Beverages,21102,45397,East,Mizoram,Aizawl,Sprite,22,Xpress Bees,25,12,1500,55500,19425,0.35
Gyaan Beverages,21102,45397,East,Meghalaya,Shillong,Maaza,35,Delhivery,20,10,750,22500,9000,0.4
Gyaan Beverages,21102,45397,East,Manipur,Imphal,Mirinda,18,Delhivery,18,10,1000,28000,9800,0.35
Gyaan Beverages,21102,45397,East,Manipur,Imphal,Maaza,54,Xpress Bees,20,12,2250,72000,36000,0.5
Gyaan Beverages,21102,45428,East,Odisha,Bhubaneswar,Pepsi,45,Delhivery,30,10,4950,198000,79200,0.4
Gyaan Beverages,21102,45428,East,Mizoram,Aizawl,Coca-Cola,34,Xpress Bees,30,12,2000,84000,29400,0.35
Gyaan Beverages,21102,45428,East,Jharkhand,Ranchi,Limca,22,Delhivery,18,10,1750,49000,17150,0.35
Gyaan Beverages,21102,45428,East,Nagaland,Kohima,Limca,44,Xpress Bees,18,12,1000,30000,12000,0.4
Gyaan Beverages,21102,45428,East,Meghalaya,Shillong,Mirinda,20,DTDC,18,15,1250,41250,14437.5,0.35
Gyaan Beverages,21102,45428,East,West Bengal,Kolkata,Pepsi,35,Xpress Bees,30,12,2500,105000,52500,0.5
Gyaan Beverages,21102,45458,East,West Bengal,Kolkata,Pepsi,26,Xpress Bees,30,12,5000,210000,84000,0.4
Gyaan Beverages,21102,45458,East,Meghalaya,Shillong,Frooti,23,DTDC,20,15,2500,87500,30625,0.35
Gyaan Beverages,21102,45458,East,Assam,Dispur,Sprite,29,Blue Dart,25,15,2000,80000,28000,0.35
Gyaan Beverages,21102,45458,East,Tripura,Agartala,Sprite,50,DTDC,25,15,1750,70000,28000,0.4
Gyaan Beverages,21102,45458,East,Jharkhand,Ranchi,Frooti,43,Delhivery,20,10,1750,52500,18375,0.35
Gyaan Beverages,21102,45458,East,Tripura,Agartala,Pepsi,44,Xpress Bees,30,12,3500,147000,73500,0.5
Gyaan Beverages,21102,45487,East,Assam,Dispur,Mirinda,35,Blue Dart,18,15,5750,189750,75900,0.4
Gyaan Beverages,21102,45487,East,Assam,Dispur,Pepsi,57,Delhivery,30,10,3250,130000,45500,0.35
Gyaan Beverages,21102,45487,East,Meghalaya,Shillong,Pepsi,59,Delhivery,30,10,2500,100000,35000,0.35
Gyaan Beverages,21102,45487,East,Sikkim,Gangtok,Mirinda,15,Delhivery,18,10,2000,56000,22400,0.4
Gyaan Beverages,21102,45487,East,Bihar,Patna,Coca-Cola,51,Xpress Bees,30,12,2250,94500,33075,0.35
Gyaan Beverages,21102,45487,East,Arunachal Pradesh,Itanagar,Sprite,56,Blue Dart,25,15,4000,160000,80000,0.5
Gyaan Beverages,21102,45519,East,Nagaland,Kohima,Sprite,55,DTDC,25,15,5500,220000,88000,0.4
Gyaan Beverages,21102,45519,East,Bihar,Patna,Sprite,38,Blue Dart,25,15,3250,130000,45500,0.35
Gyaan Beverages,21102,45519,East,Mizoram,Aizawl,Limca,22,DTDC,18,15,2500,82500,28875,0.35
Gyaan Beverages,21102,45519,East,Manipur,Imphal,Coca-Cola,49,Blue Dart,30,15,2250,101250,40500,0.4
Gyaan Beverages,21102,45519,East,Manipur,Imphal,Coca-Cola,51,Xpress Bees,30,12,2000,84000,29400,0.35
Gyaan Beverages,21102,45519,East,Arunachal Pradesh,Itanagar,Coca-Cola,31,DTDC,30,15,3750,168750,84375,0.5
Gyaan Beverages,21102,45551,East,West Bengal,Kolkata,Mirinda,53,DTDC,18,15,5000,165000,66000,0.4
Gyaan Beverages,21102,45551,East,Odisha,Bhubaneswar,Mirinda,19,Xpress Bees,18,12,3000,90000,31500,0.35
Gyaan Beverages,21102,45551,East,Mizoram,Aizawl,Limca,15,Blue Dart,18,15,2000,66000,23100,0.35
Gyaan Beverages,21102,45551,East,Jharkhand,Ranchi,Frooti,45,Blue Dart,20,15,1750,61250,24500,0.4
Gyaan Beverages,21102,45551,East,Bihar,Patna,Frooti,37,DTDC,20,15,1750,61250,21437.5,0.35
Gyaan Beverages,21102,45551,East,Mizoram,Aizawl,Limca,60,Blue Dart,18,15,2500,82500,41250,0.5
Gyaan Beverages,21102,45580,East,Jharkhand,Ranchi,Sprite,60,Xpress Bees,25,12,4250,157250,62900,0.4
Gyaan Beverages,21102,45580,East,Assam,Dispur,Frooti,33,DTDC,20,15,2500,87500,30625,0.35
Gyaan Beverages,21102,45580,East,Arunachal Pradesh,Itanagar,Pepsi,39,Delhivery,30,10,1500,60000,21000,0.35
Gyaan Beverages,21102,45580,East,Mizoram,Aizawl,Sprite,24,DTDC,25,15,1250,50000,20000,0.4
Gyaan Beverages,21102,45580,East,Tripura,Agartala,Limca,36,DTDC,18,15,1250,41250,14437.5,0.35
Gyaan Beverages,21102,45580,East,Nagaland,Kohima,Mirinda,53,DTDC,18,15,2500,82500,41250,0.5
Gyaan Beverages,21102,45611,East,Mizoram,Aizawl,Pepsi,53,Xpress Bees,30,12,4000,168000,67200,0.4
Gyaan Beverages,21102,45611,East,Arunachal Pradesh,Itanagar,Coca-Cola,35,DTDC,30,15,2500,112500,39375,0.35
Gyaan Beverages,21102,45611,East,West Bengal,Kolkata,Limca,48,Blue Dart,18,15,1950,64350,22522.5,0.35
Gyaan Beverages,21102,45611,East,Mizoram,Aizawl,Sprite,15,Blue Dart,25,15,1750,70000,28000,0.4
Gyaan Beverages,21102,45611,East,Arunachal Pradesh,Itanagar,Limca,41,DTDC,18,15,1500,49500,17325,0.35
Gyaan Beverages,21102,45611,East,West Bengal,Kolkata,Maaza,30,DTDC,20,15,2500,87500,43750,0.5
Gyaan Beverages,21102,45640,East,Arunachal Pradesh,Itanagar,Limca,18,Xpress Bees,18,12,5000,150000,60000,0.4
Gyaan Beverages,21102,45640,East,Nagaland,Kohima,Mirinda,38,Xpress Bees,18,12,3000,90000,31500,0.35
Gyaan Beverages,21102,45640,East,Meghalaya,Shillong,Frooti,21,DTDC,20,15,2500,87500,30625,0.35
Gyaan Beverages,21102,45640,East,Bihar,Patna,Pepsi,60,DTDC,30,15,2000,90000,36000,0.4
Gyaan Beverages,21102,45640,East,Jharkhand,Ranchi,Frooti,35,Delhivery,20,10,2000,60000,21000,0.35
Gyaan Beverages,21102,45640,East,Jharkhand,Ranchi,Coca-Cola,17,Blue Dart,30,15,3000,135000,67500,0.5
Gyaan Beverages,21102,45293,South,Tamil Nadu,Chennai,Mirinda,43,DTDC,18,15,7250,239250,71775,0.3
Gyaan Beverages,21102,45293,South,Telangana,Hyderabad,Sprite,40,Xpress Bees,25,12,7250,268250,80475,0.3
Gyaan Beverages,21102,45293,South,Karnataka,Bengaluru,Frooti,39,DTDC,20,15,5250,183750,55125,0.3
Gyaan Beverages,21102,45293,South,Telangana,Hyderabad,Maaza,46,DTDC,20,15,5250,183750,73500,0.4
Gyaan Beverages,21102,45293,South,Tamil Nadu,Chennai,Coca-Cola,21,Blue Dart,30,15,3750,168750,42187.5,0.25
Gyaan Beverages,21102,45293,South,Telangana,Hyderabad,Mirinda,59,Delhivery,18,10,5250,147000,66150,0.45
Gyaan Beverages,21102,45323,South,Karnataka,Bengaluru,Limca,35,Delhivery,18,10,6750,189000,56700,0.3
Gyaan Beverages,21102,45323,South,Tamil Nadu,Chennai,Limca,18,Delhivery,18,10,6500,182000,54600,0.3
Gyaan Beverages,21102,45323,South,Telangana,Hyderabad,Mirinda,22,Xpress Bees,18,12,4750,142500,42750,0.3
Gyaan Beverages,21102,45323,South,Tamil Nadu,Chennai,Mirinda,38,Blue Dart,18,15,4250,140250,56100,0.4
Gyaan Beverages,21102,45323,South,Kerala,Thiruvananthapuram,Frooti,15,Xpress Bees,20,12,3000,96000,24000,0.25
Gyaan Beverages,21102,45323,South,Andhra Pradesh,Amaravati,Sprite,27,Delhivery,25,10,5000,175000,78750,0.45
Gyaan Beverages,21102,45354,South,Kerala,Thiruvananthapuram,Pepsi,48,Xpress Bees,30,12,6750,283500,99225,0.35
Gyaan Beverages,21102,45354,South,Telangana,Hyderabad,Maaza,33,Delhivery,20,10,6750,202500,70875,0.35
Gyaan Beverages,21102,45354,South,Telangana,Hyderabad,Frooti,24,Delhivery,20,10,5000,150000,52500,0.35
Gyaan Beverages,21102,45354,South,Andhra Pradesh,Amaravati,Sprite,30,DTDC,25,15,4000,160000,72000,0.45
Gyaan Beverages,21102,45354,South,Andhra Pradesh,Amaravati,Limca,42,Xpress Bees,18,12,3000,90000,27000,0.3
Gyaan Beverages,21102,45354,South,Tamil Nadu,Chennai,Coca-Cola,22,Xpress Bees,30,12,4500,189000,94500,0.5
Gyaan Beverages,21102,45384,South,Telangana,Hyderabad,Coca-Cola,59,Xpress Bees,30,12,7000,294000,102900,0.35
Gyaan Beverages,21102,45384,South,Karnataka,Bengaluru,Mirinda,47,Xpress Bees,18,12,7000,210000,73500,0.35
Gyaan Beverages,21102,45384,South,Telangana,Hyderabad,Mirinda,60,DTDC,18,15,5250,173250,60637.5,0.35
Gyaan Beverages,21102,45384,South,Tamil Nadu,Chennai,Limca,24,Xpress Bees,18,12,4250,127500,57375,0.45
Gyaan Beverages,21102,45384,South,Telangana,Hyderabad,Maaza,30,Blue Dart,20,15,3250,113750,34125,0.3
Gyaan Beverages,21102,45384,South,Tamil Nadu,Chennai,Maaza,47,Blue Dart,20,15,6000,210000,105000,0.5
Gyaan Beverages,21102,45414,South,Andhra Pradesh,Amaravati,Mirinda,37,Delhivery,18,10,7500,210000,73500,0.35
Gyaan Beverages,21102,45414,South,Tamil Nadu,Chennai,Frooti,42,Xpress Bees,20,12,7750,248000,86800,0.35
Gyaan Beverages,21102,45414,South,Karnataka,Bengaluru,Pepsi,59,Delhivery,30,10,6250,250000,87500,0.35
Gyaan Beverages,21102,45414,South,Kerala,Thiruvananthapuram,Coca-Cola,30,Xpress Bees,30,12,5500,231000,103950,0.45
Gyaan Beverages,21102,45414,South,Tamil Nadu,Chennai,Sprite,31,Delhivery,25,10,4500,157500,47250,0.3
Gyaan Beverages,21102,45414,South,Telangana,Hyderabad,Frooti,59,DTDC,20,15,8000,280000,140000,0.5
Gyaan Beverages,21102,45444,South,Karnataka,Bengaluru,Coca-Cola,54,DTDC,30,15,8000,360000,126000,0.35
Gyaan Beverages,21102,45444,South,Andhra Pradesh,Amaravati,Maaza,21,Xpress Bees,20,12,8000,256000,89600,0.35
Gyaan Beverages,21102,45444,South,Telangana,Hyderabad,Limca,44,DTDC,18,15,6500,214500,75075,0.35
Gyaan Beverages,21102,45444,South,Andhra Pradesh,Amaravati,Limca,30,Xpress Bees,18,12,6000,180000,81000,0.45
Gyaan Beverages,21102,45444,South,Karnataka,Bengaluru,Frooti,30,Delhivery,20,10,5000,150000,45000,0.3
Gyaan Beverages,21102,45444,South,Tamil Nadu,Chennai,Mirinda,52,Xpress Bees,18,12,8750,262500,131250,0.5
Gyaan Beverages,21102,45476,South,Kerala,Thiruvananthapuram,Sprite,46,Delhivery,25,10,8250,288750,115500,0.4
Gyaan Beverages,21102,45476,South,Andhra Pradesh,Amaravati,Pepsi,24,Delhivery,30,10,8250,330000,132000,0.4
Gyaan Beverages,21102,45476,South,Telangana,Hyderabad,Coca-Cola,22,Xpress Bees,30,12,9750,409500,163800,0.4
Gyaan Beverages,21102,45476,South,Karnataka,Bengaluru,Pepsi,58,Blue Dart,30,15,5750,258750,129375,0.5
Gyaan Beverages,21102,45476,South,Andhra Pradesh,Amaravati,Pepsi,15,DTDC,30,15,5750,258750,90562.5,0.35
Gyaan Beverages,21102,45476,South,Tamil Nadu,Chennai,Frooti,23,DTDC,20,15,8500,297500,163625,0.55
Gyaan Beverages,21102,45509,South,Karnataka,Bengaluru,Coca-Cola,36,Blue Dart,30,15,8000,360000,144000,0.4
Gyaan Beverages,21102,45509,South,Kerala,Thiruvananthapuram,Coca-Cola,45,DTDC,30,15,8000,360000,144000,0.4
Gyaan Beverages,21102,45509,South,Andhra Pradesh,Amaravati,Pepsi,48,Xpress Bees,30,12,9750,409500,163800,0.4
Gyaan Beverages,21102,45509,South,Telangana,Hyderabad,Limca,52,DTDC,18,15,5250,173250,86625,0.5
Gyaan Beverages,21102,45509,South,Tamil Nadu,Chennai,Sprite,53,Blue Dart,25,15,5250,210000,73500,0.35
Gyaan Beverages,21102,45509,South,Kerala,Thiruvananthapuram,Coca-Cola,18,Xpress Bees,30,12,7750,325500,179025,0.55
Gyaan Beverages,21102,45537,South,Telangana,Hyderabad,Frooti,18,Blue Dart,20,15,7250,253750,101500,0.4
Gyaan Beverages,21102,45537,South,Telangana,Hyderabad,Maaza,47,Delhivery,20,10,6750,202500,81000,0.4
Gyaan Beverages,21102,45537,South,Kerala,Thiruvananthapuram,Sprite,27,DTDC,25,15,7250,290000,116000,0.4
Gyaan Beverages,21102,45537,South,Andhra Pradesh,Amaravati,Coca-Cola,26,Blue Dart,30,15,4500,202500,101250,0.5
Gyaan Beverages,21102,45537,South,Kerala,Thiruvananthapuram,Coca-Cola,20,Xpress Bees,30,12,4500,189000,66150,0.35
Gyaan Beverages,21102,45537,South,Telangana,Hyderabad,Maaza,53,Delhivery,20,10,6750,202500,111375,0.55
Gyaan Beverages,21102,45566,South,Karnataka,Bengaluru,Frooti,22,Xpress Bees,20,12,6250,200000,80000,0.4
Gyaan Beverages,21102,45566,South,Telangana,Hyderabad,Pepsi,17,Xpress Bees,30,12,6250,262500,105000,0.4
Gyaan Beverages,21102,45566,South,Kerala,Thiruvananthapuram,Sprite,48,DTDC,25,15,5750,230000,92000,0.4
Gyaan Beverages,21102,45566,South,Tamil Nadu,Chennai,Maaza,57,Delhivery,20,10,4250,127500,63750,0.5
Gyaan Beverages,21102,45566,South,Tamil Nadu,Chennai,Frooti,38,Blue Dart,20,15,4000,140000,49000,0.35
Gyaan Beverages,21102,45566,South,Kerala,Thiruvananthapuram,Mirinda,28,Delhivery,18,10,5750,161000,88550,0.55
Gyaan Beverages,21102,45598,South,Andhra Pradesh,Amaravati,Coca-Cola,50,Blue Dart,30,15,7250,326250,130500,0.4
Gyaan Beverages,21102,45598,South,Tamil Nadu,Chennai,Sprite,27,Delhivery,25,10,7250,253750,101500,0.4
Gyaan Beverages,21102,45598,South,Tamil Nadu,Chennai,Pepsi,19,Delhivery,30,10,6500,260000,104000,0.4
Gyaan Beverages,21102,45598,South,Kerala,Thiruvananthapuram,Coca-Cola,16,Blue Dart,30,15,5000,225000,112500,0.5
Gyaan Beverages,21102,45598,South,Andhra Pradesh,Amaravati,Limca,28,DTDC,18,15,4750,156750,54862.5,0.35
Gyaan Beverages,21102,45598,South,Tamil Nadu,Chennai,Mirinda,33,Blue Dart,18,15,6750,222750,122512.5,0.55
Gyaan Beverages,21102,45627,South,Andhra Pradesh,Amaravati,Mirinda,23,Blue Dart,18,15,8250,272250,108900,0.4
Gyaan Beverages,21102,45627,South,Kerala,Thiruvananthapuram,Mirinda,35,Xpress Bees,18,12,8250,247500,99000,0.4
Gyaan Beverages,21102,45627,South,Andhra Pradesh,Amaravati,Pepsi,36,Blue Dart,30,15,7250,326250,130500,0.4
Gyaan Beverages,21102,45627,South,Andhra Pradesh,Amaravati,Limca,39,Xpress Bees,18,12,5750,172500,86250,0.5
Gyaan Beverages,21102,45627,South,Tamil Nadu,Chennai,Limca,44,Delhivery,18,10,5250,147000,51450,0.35
Gyaan Beverages,21102,45627,South,Andhra Pradesh,Amaravati,Frooti,45,Delhivery,20,10,7750,232500,127875,0.55
Gyaan Beverages,21102,45298,North,Uttar Pradesh,Lucknow,Mirinda,41,Delhivery,18,10,4250,119000,65450,0.55
Gyaan Beverages,21102,45298,North,Punjab,Chandigarh,Coca-Cola,47,Xpress Bees,30,12,2250,94500,33075,0.35
Gyaan Beverages,21102,45298,North,Haryana,Chandigarh,Coca-Cola,41,DTDC,30,15,2250,101250,40500,0.4
Gyaan Beverages,21102,45298,North,Uttar Pradesh,Lucknow,Frooti,39,Blue Dart,20,15,750,26250,10500,0.4
Gyaan Beverages,21102,45298,North,Haryana,Chandigarh,Pepsi,21,Xpress Bees,30,12,1250,52500,18375,0.35
Gyaan Beverages,21102,45298,North,Madhya Pradesh,Bhopal,Maaza,42,DTDC,20,15,2250,78750,23625,0.3
Gyaan Beverages,21102,45327,North,Haryana,Chandigarh,Maaza,38,Blue Dart,20,15,4750,166250,91437.5,0.55
Gyaan Beverages,21102,45327,North,Haryana,Chandigarh,Sprite,52,DTDC,25,15,1250,50000,17500,0.35
Gyaan Beverages,21102,45327,North,Uttar Pradesh,Lucknow,Sprite,41,Delhivery,25,10,1750,61250,24500,0.4
Gyaan Beverages,21102,45327,North,Uttar Pradesh,Lucknow,Coca-Cola,44,Blue Dart,30,15,500,22500,9000,0.4
Gyaan Beverages,21102,45327,North,Punjab,Chandigarh,Limca,32,DTDC,18,15,1250,41250,14437.5,0.35
